composite_primary_key,product_name,code,channel,customers__customer_category,month_num,month_year,units
Product Variant 0068-SKU-1A00B89C-Direct-to-Consumer-July 2026,Product Variant 0068,SKU-1A00B89C,Direct-to-Consumer,Direct-to-Consumer,202607,Jul-26,2
Product Variant 0068-SKU-1A00B89C-Direct-to-Consumer-August 2026,Product Variant 0068,SKU-1A00B89C,Direct-to-Consumer,Direct-to-Consumer,202608,Aug-26,2
Product Variant 0068-SKU-1A00B89C-Direct-to-Consumer-September 2026,Product Variant 0068,SKU-1A00B89C,Direct-to-Consumer,Direct-to-Consumer,202609,Sep-26,3
Product Variant 0068-SKU-1A00B89C-Direct-to-Consumer-October 2026,Product Variant 0068,SKU-1A00B89C,Direct-to-Consumer,Direct-to-Consumer,202610,Oct-26,2
Product Variant 0068-SKU-1A00B89C-Direct-to-Consumer-November 2026,Product Variant 0068,SKU-1A00B89C,Direct-to-Consumer,Direct-to-Consumer,202611,Nov-26,2
Product Variant 0068-SKU-1A00B89C-Direct-to-Consumer-December 2026,Product Variant 0068,SKU-1A00B89C,Direct-to-Consumer,Direct-to-Consumer,202612,Dec-26,1
Product Variant 0068-SKU-1A00B89C-Wholesale-January 2026,Product Variant 0068,SKU-1A00B89C,Wholesale,Professional - Esthetician,202601,Jan-26,4
Product Variant 0068-SKU-1A00B89C-Wholesale-March 2026,Product Variant 0068,SKU-1A00B89C,Wholesale,Professional - Esthetician,202603,Mar-26,7
Product Variant 0068-SKU-1A00B89C-Wholesale-April 2026,Product Variant 0068,SKU-1A00B89C,Wholesale,Professional - Esthetician,202604,Apr-26,8
Product Variant 0068-SKU-1A00B89C-Wholesale-May 2026,Product Variant 0068,SKU-1A00B89C,Wholesale,Professional - Esthetician,202605,May-26,6
Product Variant 0068-SKU-1A00B89C-Wholesale-June 2026,Product Variant 0068,SKU-1A00B89C,Wholesale,Professional - Esthetician,202606,Jun-26,10
Product Variant 0068-SKU-1A00B89C-Wholesale-July 2026,Product Variant 0068,SKU-1A00B89C,Wholesale,Professional - Esthetician,202607,Jul-26,6
Product Variant 0068-SKU-1A00B89C-Wholesale-August 2026,Product Variant 0068,SKU-1A00B89C,Wholesale,Professional - Esthetician,202608,Aug-26,9
Product Variant 0068-SKU-1A00B89C-Wholesale-September 2026,Product Variant 0068,SKU-1A00B89C,Wholesale,Professional - Esthetician,202609,Sep-26,10
Product Variant 0068-SKU-1A00B89C-Wholesale-October 2026,Product Variant 0068,SKU-1A00B89C,Wholesale,Professional - Esthetician,202610,Oct-26,8
Product Variant 0068-SKU-1A00B89C-Wholesale-November 2026,Product Variant 0068,SKU-1A00B89C,Wholesale,Professional - Esthetician,202611,Nov-26,10
Product Variant 0068-SKU-1A00B89C-Wholesale-December 2026,Product Variant 0068,SKU-1A00B89C,Wholesale,Professional - Esthetician,202612,Dec-26,6
Product Variant 0030-SKU-1B4914B3-Direct-to-Consumer-March 2026,Product Variant 0030,SKU-1B4914B3,Direct-to-Consumer,Direct-to-Consumer,202603,Mar-26,23
Product Variant 0030-SKU-1B4914B3-Direct-to-Consumer-April 2026,Product Variant 0030,SKU-1B4914B3,Direct-to-Consumer,Direct-to-Consumer,202604,Apr-26,20
Product Variant 0030-SKU-1B4914B3-Direct-to-Consumer-May 2026,Product Variant 0030,SKU-1B4914B3,Direct-to-Consumer,Direct-to-Consumer,202605,May-26,39
Product Variant 0030-SKU-1B4914B3-Direct-to-Consumer-June 2026,Product Variant 0030,SKU-1B4914B3,Direct-to-Consumer,Direct-to-Consumer,202606,Jun-26,20
Product Variant 0030-SKU-1B4914B3-Direct-to-Consumer-July 2026,Product Variant 0030,SKU-1B4914B3,Direct-to-Consumer,Direct-to-Consumer,202607,Jul-26,31
Product Variant 0030-SKU-1B4914B3-Direct-to-Consumer-August 2026,Product Variant 0030,SKU-1B4914B3,Direct-to-Consumer,Direct-to-Consumer,202608,Aug-26,30
Product Variant 0030-SKU-1B4914B3-Direct-to-Consumer-September 2026,Product Variant 0030,SKU-1B4914B3,Direct-to-Consumer,Direct-to-Consumer,202609,Sep-26,38
Product Variant 0030-SKU-1B4914B3-Direct-to-Consumer-October 2026,Product Variant 0030,SKU-1B4914B3,Direct-to-Consumer,Direct-to-Consumer,202610,Oct-26,23
Product Variant 0030-SKU-1B4914B3-Direct-to-Consumer-November 2026,Product Variant 0030,SKU-1B4914B3,Direct-to-Consumer,Direct-to-Consumer,202611,Nov-26,42
Product Variant 0030-SKU-1B4914B3-Direct-to-Consumer-December 2026,Product Variant 0030,SKU-1B4914B3,Direct-to-Consumer,Direct-to-Consumer,202612,Dec-26,25
Product Variant 0030-SKU-1B4914B3-Wholesale-March 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Professional - Esthetician,202603,Mar-26,18
Product Variant 0030-SKU-1B4914B3-Wholesale-March 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Retailer - Non-Credo,202603,Mar-26,5
Product Variant 0030-SKU-1B4914B3-Wholesale-April 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Professional - Esthetician,202604,Apr-26,16
Product Variant 0030-SKU-1B4914B3-Wholesale-April 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Retailer - Non-Credo,202604,Apr-26,4
Product Variant 0030-SKU-1B4914B3-Wholesale-May 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Professional - Esthetician,202605,May-26,30
Product Variant 0030-SKU-1B4914B3-Wholesale-May 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Retailer - Non-Credo,202605,May-26,9
Product Variant 0030-SKU-1B4914B3-Wholesale-June 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Professional - Esthetician,202606,Jun-26,16
Product Variant 0030-SKU-1B4914B3-Wholesale-June 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Retailer - Non-Credo,202606,Jun-26,4
Product Variant 0030-SKU-1B4914B3-Wholesale-July 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Professional - Esthetician,202607,Jul-26,23
Product Variant 0030-SKU-1B4914B3-Wholesale-July 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Retailer - Non-Credo,202607,Jul-26,7
Product Variant 0030-SKU-1B4914B3-Wholesale-August 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Professional - Esthetician,202608,Aug-26,23
Product Variant 0030-SKU-1B4914B3-Wholesale-August 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Retailer - Non-Credo,202608,Aug-26,6
Product Variant 0030-SKU-1B4914B3-Wholesale-September 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Professional - Esthetician,202609,Sep-26,27
Product Variant 0030-SKU-1B4914B3-Wholesale-September 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Retailer - Non-Credo,202609,Sep-26,8
Product Variant 0030-SKU-1B4914B3-Wholesale-October 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Professional - Esthetician,202610,Oct-26,16
Product Variant 0030-SKU-1B4914B3-Wholesale-October 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Retailer - Non-Credo,202610,Oct-26,5
Product Variant 0030-SKU-1B4914B3-Wholesale-November 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Professional - Esthetician,202611,Nov-26,30
Product Variant 0030-SKU-1B4914B3-Wholesale-November 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Retailer - Non-Credo,202611,Nov-26,8
Product Variant 0030-SKU-1B4914B3-Wholesale-December 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Professional - Esthetician,202612,Dec-26,17
Product Variant 0030-SKU-1B4914B3-Wholesale-December 2026,Product Variant 0030,SKU-1B4914B3,Wholesale,Retailer - Non-Credo,202612,Dec-26,5
Product Variant 0153-SKU-1E09E5A9-Direct-to-Consumer-March 2026,Product Variant 0153,SKU-1E09E5A9,Direct-to-Consumer,Unknown,202603,Mar-26,3
Product Variant 0153-SKU-1E09E5A9-Direct-to-Consumer-April 2026,Product Variant 0153,SKU-1E09E5A9,Direct-to-Consumer,Unknown,202604,Apr-26,2
Product Variant 0153-SKU-1E09E5A9-Direct-to-Consumer-May 2026,Product Variant 0153,SKU-1E09E5A9,Direct-to-Consumer,Unknown,202605,May-26,4
Product Variant 0153-SKU-1E09E5A9-Direct-to-Consumer-June 2026,Product Variant 0153,SKU-1E09E5A9,Direct-to-Consumer,Unknown,202606,Jun-26,1
Product Variant 0153-SKU-1E09E5A9-Direct-to-Consumer-July 2026,Product Variant 0153,SKU-1E09E5A9,Direct-to-Consumer,Unknown,202607,Jul-26,29
Product Variant 0153-SKU-1E09E5A9-Direct-to-Consumer-August 2026,Product Variant 0153,SKU-1E09E5A9,Direct-to-Consumer,Unknown,202608,Aug-26,0
Product Variant 0153-SKU-1E09E5A9-Direct-to-Consumer-September 2026,Product Variant 0153,SKU-1E09E5A9,Direct-to-Consumer,Unknown,202609,Sep-26,5
Product Variant 0153-SKU-1E09E5A9-Direct-to-Consumer-October 2026,Product Variant 0153,SKU-1E09E5A9,Direct-to-Consumer,Unknown,202610,Oct-26,5
Product Variant 0153-SKU-1E09E5A9-Direct-to-Consumer-November 2026,Product Variant 0153,SKU-1E09E5A9,Direct-to-Consumer,Unknown,202611,Nov-26,5
Product Variant 0153-SKU-1E09E5A9-Direct-to-Consumer-December 2026,Product Variant 0153,SKU-1E09E5A9,Direct-to-Consumer,Unknown,202612,Dec-26,0
Product Variant 0131-SKU-203B3E3A-Direct-to-Consumer-March 2026,Product Variant 0131,SKU-203B3E3A,Direct-to-Consumer,Direct-to-Consumer,202603,Mar-26,1
Product Variant 0131-SKU-203B3E3A-Direct-to-Consumer-April 2026,Product Variant 0131,SKU-203B3E3A,Direct-to-Consumer,Direct-to-Consumer,202604,Apr-26,1
Product Variant 0131-SKU-203B3E3A-Direct-to-Consumer-May 2026,Product Variant 0131,SKU-203B3E3A,Direct-to-Consumer,Direct-to-Consumer,202605,May-26,1
Product Variant 0131-SKU-203B3E3A-Direct-to-Consumer-June 2026,Product Variant 0131,SKU-203B3E3A,Direct-to-Consumer,Direct-to-Consumer,202606,Jun-26,1
Product Variant 0131-SKU-203B3E3A-Direct-to-Consumer-July 2026,Product Variant 0131,SKU-203B3E3A,Direct-to-Consumer,Direct-to-Consumer,202607,Jul-26,1
Product Variant 0131-SKU-203B3E3A-Direct-to-Consumer-August 2026,Product Variant 0131,SKU-203B3E3A,Direct-to-Consumer,Direct-to-Consumer,202608,Aug-26,1
Product Variant 0131-SKU-203B3E3A-Direct-to-Consumer-September 2026,Product Variant 0131,SKU-203B3E3A,Direct-to-Consumer,Direct-to-Consumer,202609,Sep-26,2
Product Variant 0131-SKU-203B3E3A-Direct-to-Consumer-October 2026,Product Variant 0131,SKU-203B3E3A,Direct-to-Consumer,Direct-to-Consumer,202610,Oct-26,1
Product Variant 0131-SKU-203B3E3A-Direct-to-Consumer-November 2026,Product Variant 0131,SKU-203B3E3A,Direct-to-Consumer,Direct-to-Consumer,202611,Nov-26,1
Product Variant 0131-SKU-203B3E3A-Direct-to-Consumer-December 2026,Product Variant 0131,SKU-203B3E3A,Direct-to-Consumer,Direct-to-Consumer,202612,Dec-26,1
Product Variant 0131-SKU-203B3E3A-Wholesale-March 2026,Product Variant 0131,SKU-203B3E3A,Wholesale,Professional - Esthetician,202603,Mar-26,4
Product Variant 0131-SKU-203B3E3A-Wholesale-April 2026,Product Variant 0131,SKU-203B3E3A,Wholesale,Professional - Esthetician,202604,Apr-26,5
Product Variant 0131-SKU-203B3E3A-Wholesale-May 2026,Product Variant 0131,SKU-203B3E3A,Wholesale,Professional - Esthetician,202605,May-26,3
Product Variant 0131-SKU-203B3E3A-Wholesale-June 2026,Product Variant 0131,SKU-203B3E3A,Wholesale,Professional - Esthetician,202606,Jun-26,5
Product Variant 0131-SKU-203B3E3A-Wholesale-July 2026,Product Variant 0131,SKU-203B3E3A,Wholesale,Professional - Esthetician,202607,Jul-26,3
Product Variant 0131-SKU-203B3E3A-Wholesale-August 2026,Product Variant 0131,SKU-203B3E3A,Wholesale,Professional - Esthetician,202608,Aug-26,4
Product Variant 0131-SKU-203B3E3A-Wholesale-September 2026,Product Variant 0131,SKU-203B3E3A,Wholesale,Professional - Esthetician,202609,Sep-26,5
Product Variant 0131-SKU-203B3E3A-Wholesale-October 2026,Product Variant 0131,SKU-203B3E3A,Wholesale,Professional - Esthetician,202610,Oct-26,4
Product Variant 0131-SKU-203B3E3A-Wholesale-November 2026,Product Variant 0131,SKU-203B3E3A,Wholesale,Professional - Esthetician,202611,Nov-26,5
Product Variant 0131-SKU-203B3E3A-Wholesale-December 2026,Product Variant 0131,SKU-203B3E3A,Wholesale,Professional - Esthetician,202612,Dec-26,3
Product Variant 0132-SKU-226BC0C1-Direct-to-Consumer-March 2026,Product Variant 0132,SKU-226BC0C1,Direct-to-Consumer,Unknown,202603,Mar-26,3
Product Variant 0132-SKU-226BC0C1-Direct-to-Consumer-April 2026,Product Variant 0132,SKU-226BC0C1,Direct-to-Consumer,Unknown,202604,Apr-26,0
Product Variant 0132-SKU-226BC0C1-Direct-to-Consumer-May 2026,Product Variant 0132,SKU-226BC0C1,Direct-to-Consumer,Unknown,202605,May-26,0
Product Variant 0132-SKU-226BC0C1-Direct-to-Consumer-June 2026,Product Variant 0132,SKU-226BC0C1,Direct-to-Consumer,Unknown,202606,Jun-26,4
Product Variant 0132-SKU-226BC0C1-Direct-to-Consumer-July 2026,Product Variant 0132,SKU-226BC0C1,Direct-to-Consumer,Unknown,202607,Jul-26,4
Product Variant 0132-SKU-226BC0C1-Direct-to-Consumer-August 2026,Product Variant 0132,SKU-226BC0C1,Direct-to-Consumer,Unknown,202608,Aug-26,6
Product Variant 0132-SKU-226BC0C1-Direct-to-Consumer-September 2026,Product Variant 0132,SKU-226BC0C1,Direct-to-Consumer,Unknown,202609,Sep-26,16
Product Variant 0132-SKU-226BC0C1-Direct-to-Consumer-October 2026,Product Variant 0132,SKU-226BC0C1,Direct-to-Consumer,Unknown,202610,Oct-26,10
Product Variant 0132-SKU-226BC0C1-Direct-to-Consumer-November 2026,Product Variant 0132,SKU-226BC0C1,Direct-to-Consumer,Unknown,202611,Nov-26,31
Product Variant 0132-SKU-226BC0C1-Direct-to-Consumer-December 2026,Product Variant 0132,SKU-226BC0C1,Direct-to-Consumer,Unknown,202612,Dec-26,19
Product Variant 0132-SKU-226BC0C1-Wholesale-March 2026,Product Variant 0132,SKU-226BC0C1,Wholesale,Unknown,202603,Mar-26,98
Product Variant 0132-SKU-226BC0C1-Wholesale-April 2026,Product Variant 0132,SKU-226BC0C1,Wholesale,Unknown,202604,Apr-26,6
Product Variant 0132-SKU-226BC0C1-Wholesale-May 2026,Product Variant 0132,SKU-226BC0C1,Wholesale,Unknown,202605,May-26,5
Product Variant 0132-SKU-226BC0C1-Wholesale-June 2026,Product Variant 0132,SKU-226BC0C1,Wholesale,Unknown,202606,Jun-26,98
Product Variant 0132-SKU-226BC0C1-Wholesale-July 2026,Product Variant 0132,SKU-226BC0C1,Wholesale,Unknown,202607,Jul-26,116
Product Variant 0132-SKU-226BC0C1-Wholesale-August 2026,Product Variant 0132,SKU-226BC0C1,Wholesale,Unknown,202608,Aug-26,159
Product Variant 0132-SKU-226BC0C1-Wholesale-September 2026,Product Variant 0132,SKU-226BC0C1,Wholesale,Unknown,202609,Sep-26,444
Product Variant 0132-SKU-226BC0C1-Wholesale-October 2026,Product Variant 0132,SKU-226BC0C1,Wholesale,Unknown,202610,Oct-26,286
Product Variant 0132-SKU-226BC0C1-Wholesale-November 2026,Product Variant 0132,SKU-226BC0C1,Wholesale,Unknown,202611,Nov-26,871
Product Variant 0132-SKU-226BC0C1-Wholesale-December 2026,Product Variant 0132,SKU-226BC0C1,Wholesale,Unknown,202612,Dec-26,531
Product Variant 0066-SKU-23791320-Direct-to-Consumer-March 2026,Product Variant 0066,SKU-23791320,Direct-to-Consumer,Unknown,202603,Mar-26,19
Product Variant 0066-SKU-23791320-Direct-to-Consumer-April 2026,Product Variant 0066,SKU-23791320,Direct-to-Consumer,Unknown,202604,Apr-26,14
Product Variant 0066-SKU-23791320-Direct-to-Consumer-May 2026,Product Variant 0066,SKU-23791320,Direct-to-Consumer,Unknown,202605,May-26,16
Product Variant 0066-SKU-23791320-Direct-to-Consumer-June 2026,Product Variant 0066,SKU-23791320,Direct-to-Consumer,Unknown,202606,Jun-26,16
Product Variant 0066-SKU-23791320-Direct-to-Consumer-July 2026,Product Variant 0066,SKU-23791320,Direct-to-Consumer,Unknown,202607,Jul-26,19
Product Variant 0066-SKU-23791320-Direct-to-Consumer-August 2026,Product Variant 0066,SKU-23791320,Direct-to-Consumer,Unknown,202608,Aug-26,17
Product Variant 0066-SKU-23791320-Direct-to-Consumer-September 2026,Product Variant 0066,SKU-23791320,Direct-to-Consumer,Unknown,202609,Sep-26,22
Product Variant 0066-SKU-23791320-Direct-to-Consumer-October 2026,Product Variant 0066,SKU-23791320,Direct-to-Consumer,Unknown,202610,Oct-26,14
Product Variant 0066-SKU-23791320-Direct-to-Consumer-November 2026,Product Variant 0066,SKU-23791320,Direct-to-Consumer,Unknown,202611,Nov-26,28
Product Variant 0066-SKU-23791320-Direct-to-Consumer-December 2026,Product Variant 0066,SKU-23791320,Direct-to-Consumer,Unknown,202612,Dec-26,15
Product Variant 0066-SKU-23791320-Wholesale-March 2026,Product Variant 0066,SKU-23791320,Wholesale,Unknown,202603,Mar-26,1
Product Variant 0066-SKU-23791320-Wholesale-April 2026,Product Variant 0066,SKU-23791320,Wholesale,Unknown,202604,Apr-26,1
Product Variant 0066-SKU-23791320-Wholesale-May 2026,Product Variant 0066,SKU-23791320,Wholesale,Unknown,202605,May-26,1
Product Variant 0066-SKU-23791320-Wholesale-June 2026,Product Variant 0066,SKU-23791320,Wholesale,Unknown,202606,Jun-26,1
Product Variant 0066-SKU-23791320-Wholesale-July 2026,Product Variant 0066,SKU-23791320,Wholesale,Unknown,202607,Jul-26,1
Product Variant 0066-SKU-23791320-Wholesale-August 2026,Product Variant 0066,SKU-23791320,Wholesale,Unknown,202608,Aug-26,1
Product Variant 0066-SKU-23791320-Wholesale-September 2026,Product Variant 0066,SKU-23791320,Wholesale,Unknown,202609,Sep-26,1
Product Variant 0066-SKU-23791320-Wholesale-October 2026,Product Variant 0066,SKU-23791320,Wholesale,Unknown,202610,Oct-26,1
Product Variant 0066-SKU-23791320-Wholesale-November 2026,Product Variant 0066,SKU-23791320,Wholesale,Unknown,202611,Nov-26,2
Product Variant 0066-SKU-23791320-Wholesale-December 2026,Product Variant 0066,SKU-23791320,Wholesale,Unknown,202612,Dec-26,1
Product Variant 0020-SKU-248AA4AB-Direct-to-Consumer-January 2026,Product Variant 0020,SKU-248AA4AB,Direct-to-Consumer,Direct-to-Consumer,202601,Jan-26,70
Product Variant 0020-SKU-248AA4AB-Direct-to-Consumer-February 2026,Product Variant 0020,SKU-248AA4AB,Direct-to-Consumer,Direct-to-Consumer,202602,Feb-26,43
Product Variant 0020-SKU-248AA4AB-Direct-to-Consumer-March 2026,Product Variant 0020,SKU-248AA4AB,Direct-to-Consumer,Direct-to-Consumer,202603,Mar-26,83
Product Variant 0020-SKU-248AA4AB-Direct-to-Consumer-April 2026,Product Variant 0020,SKU-248AA4AB,Direct-to-Consumer,Direct-to-Consumer,202604,Apr-26,97
Product Variant 0020-SKU-248AA4AB-Direct-to-Consumer-May 2026,Product Variant 0020,SKU-248AA4AB,Direct-to-Consumer,Direct-to-Consumer,202605,May-26,117
Product Variant 0020-SKU-248AA4AB-Direct-to-Consumer-June 2026,Product Variant 0020,SKU-248AA4AB,Direct-to-Consumer,Direct-to-Consumer,202606,Jun-26,91
Product Variant 0020-SKU-248AA4AB-Direct-to-Consumer-July 2026,Product Variant 0020,SKU-248AA4AB,Direct-to-Consumer,Direct-to-Consumer,202607,Jul-26,99
Product Variant 0020-SKU-248AA4AB-Direct-to-Consumer-August 2026,Product Variant 0020,SKU-248AA4AB,Direct-to-Consumer,Direct-to-Consumer,202608,Aug-26,82
Product Variant 0020-SKU-248AA4AB-Direct-to-Consumer-September 2026,Product Variant 0020,SKU-248AA4AB,Direct-to-Consumer,Direct-to-Consumer,202609,Sep-26,91
Product Variant 0020-SKU-248AA4AB-Direct-to-Consumer-October 2026,Product Variant 0020,SKU-248AA4AB,Direct-to-Consumer,Direct-to-Consumer,202610,Oct-26,51
Product Variant 0020-SKU-248AA4AB-Direct-to-Consumer-November 2026,Product Variant 0020,SKU-248AA4AB,Direct-to-Consumer,Direct-to-Consumer,202611,Nov-26,149
Product Variant 0020-SKU-248AA4AB-Direct-to-Consumer-December 2026,Product Variant 0020,SKU-248AA4AB,Direct-to-Consumer,Direct-to-Consumer,202612,Dec-26,63
Product Variant 0020-SKU-248AA4AB-Wholesale-January 2026,Product Variant 0020,SKU-248AA4AB,Wholesale,Professional - Esthetician,202601,Jan-26,8
Product Variant 0020-SKU-248AA4AB-Wholesale-January 2026,Product Variant 0020,SKU-248AA4AB,Wholesale,Retailer - Credo,202601,Jan-26,36
Product Variant 0020-SKU-248AA4AB-Wholesale-January 2026,Product Variant 0020,SKU-248AA4AB,Wholesale,Retailer - Non-Credo,202601,Jan-26,9
Product Variant 0020-SKU-248AA4AB-Wholesale-February 2026,Product Variant 0020,SKU-248AA4AB,Wholesale,Professional - Esthetician,202602,Feb-26,10
Product Variant 0020-SKU-248AA4AB-Wholesale-February 2026,Product Variant 0020,SKU-248AA4AB,Wholesale,Retailer - Non-Credo,202602,Feb-26,2
Product Variant 0020-SKU-248AA4AB-Wholesale-March 2026,Product Variant 0020,SKU-248AA4AB,Wholesale,Professional - Esthetician,202603,Mar-26,18
Product Variant 0020-SKU-248AA4AB-Wholesale-March 2026,Product Variant 0020,SKU-248AA4AB,Wholesale,Retailer - Credo,202603,Mar-26,16
Product Variant 0020-SKU-248AA4AB-Wholesale-March 2026,Product Variant 0020,SKU-248AA4AB,Wholesale,Retailer - Non-Credo,202603,Mar-26,12
